axiom,family,module,origin,primary_kernel,shape_class,arith_domain,primitive_steps,peak_bignum_bits,max_nat_literal_digits,note
MathExtras.RS62.theta_log_631._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_631,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",894,21758,262,"24-term series, ~870 halving steps, argument ~262 decimal digits"
MathExtras.RS62.theta_log_641._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_641,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",904,22007,265,"24-term series, ~880 halving steps, argument ~265 decimal digits"
MathExtras.RS62.theta_log_643._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_643,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",910,111755,267,"125-term series, ~886 halving steps, argument ~267 decimal digits"
MathExtras.RS62.theta_log_647._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_647,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",920,22422,270,"24-term series, ~896 halving steps, argument ~270 decimal digits"
MathExtras.RS62.theta_log_653._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_653,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",930,46250,273,"50-term series, ~906 halving steps, argument ~273 decimal digits"
MathExtras.RS62.theta_log_659._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_659,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",940,22921,276,"24-term series, ~916 halving steps, argument ~276 decimal digits"
MathExtras.RS62.theta_log_661._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_661,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",950,23170,279,"24-term series, ~926 halving steps, argument ~279 decimal digits"
MathExtras.RS62.theta_log_673._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_673,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",957,23336,281,"24-term series, ~933 halving steps, argument ~281 decimal digits"
MathExtras.RS62.theta_log_677._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_677,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",967,23585,284,"24-term series, ~943 halving steps, argument ~284 decimal digits"
MathExtras.RS62.theta_log_683._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_683,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",977,23834,287,"24-term series, ~953 halving steps, argument ~287 decimal digits"
MathExtras.RS62.theta_log_691._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_691,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",987,121382,290,"125-term series, ~963 halving steps, argument ~290 decimal digits"
MathExtras.RS62.theta_log_701._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_701,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",997,24332,293,"24-term series, ~973 halving steps, argument ~293 decimal digits"
MathExtras.RS62.theta_log_709._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_709,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1007,24582,296,"24-term series, ~983 halving steps, argument ~296 decimal digits"
MathExtras.RS62.theta_log_719._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_719,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1013,24748,298,"24-term series, ~989 halving steps, argument ~298 decimal digits"
MathExtras.RS62.theta_log_727._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_727,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1023,24997,301,"24-term series, ~999 halving steps, argument ~301 decimal digits"
MathExtras.RS62.theta_log_733._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_733,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1033,127242,304,"125-term series, ~1009 halving steps, argument ~304 decimal digits"
MathExtras.RS62.theta_log_739._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_739,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1043,25495,307,"24-term series, ~1019 halving steps, argument ~307 decimal digits"
MathExtras.RS62.theta_log_743._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_743,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1053,129753,310,"125-term series, ~1029 halving steps, argument ~310 decimal digits"
MathExtras.RS62.theta_log_751._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_751,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1063,25993,313,"24-term series, ~1039 halving steps, argument ~313 decimal digits"
MathExtras.RS62.theta_log_757._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_757,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1073,26243,316,"24-term series, ~1049 halving steps, argument ~316 decimal digits"
MathExtras.RS62.theta_log_761._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_761,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1083,54043,319,"50-term series, ~1059 halving steps, argument ~319 decimal digits"
MathExtras.RS62.theta_log_769._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_769,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1090,26658,321,"24-term series, ~1066 halving steps, argument ~321 decimal digits"
MathExtras.RS62.theta_log_773._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_773,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1100,26907,324,"24-term series, ~1076 halving steps, argument ~324 decimal digits"
MathExtras.RS62.theta_log_787._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_787,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1110,27156,327,"24-term series, ~1086 halving steps, argument ~327 decimal digits"
MathExtras.RS62.theta_log_797._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_797,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1120,27405,330,"24-term series, ~1096 halving steps, argument ~330 decimal digits"
MathExtras.RS62.theta_log_809._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_809,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1130,27654,333,"24-term series, ~1106 halving steps, argument ~333 decimal digits"
MathExtras.RS62.theta_log_811._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_811,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1140,27903,336,"24-term series, ~1116 halving steps, argument ~336 decimal digits"
MathExtras.RS62.theta_log_821._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_821,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1150,28153,339,"24-term series, ~1126 halving steps, argument ~339 decimal digits"
MathExtras.RS62.theta_log_823._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_823,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1160,28402,342,"24-term series, ~1136 halving steps, argument ~342 decimal digits"
MathExtras.RS62.theta_log_827._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_827,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1170,144402,345,"125-term series, ~1146 halving steps, argument ~345 decimal digits"
MathExtras.RS62.theta_log_829._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_829,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1180,116758,348,"100-term series, ~1156 halving steps, argument ~348 decimal digits"
MathExtras.RS62.theta_log_839._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_839,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1189,29149,351,"24-term series, ~1165 halving steps, argument ~351 decimal digits"
MathExtras.RS62.theta_log_853._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_853,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1199,29398,354,"24-term series, ~1175 halving steps, argument ~354 decimal digits"
MathExtras.RS62.theta_log_857._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_857,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1206,149007,356,"125-term series, ~1182 halving steps, argument ~356 decimal digits"
MathExtras.RS62.theta_log_859._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_859,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1216,150262,359,"125-term series, ~1192 halving steps, argument ~359 decimal digits"
MathExtras.RS62.theta_log_863._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_863,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1226,30063,362,"24-term series, ~1202 halving steps, argument ~362 decimal digits"
MathExtras.RS62.theta_log_877._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_877,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1236,30312,365,"24-term series, ~1212 halving steps, argument ~365 decimal digits"
MathExtras.RS62.theta_log_881._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_881,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1246,123468,368,"100-term series, ~1222 halving steps, argument ~368 decimal digits"
MathExtras.RS62.theta_log_883._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_883,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1256,30810,371,"24-term series, ~1232 halving steps, argument ~371 decimal digits"
MathExtras.RS62.theta_log_887._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_887,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1266,156541,374,"125-term series, ~1242 halving steps, argument ~374 decimal digits"
MathExtras.RS62.theta_log_907._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_907,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1276,31308,377,"24-term series, ~1252 halving steps, argument ~377 decimal digits"
MathExtras.RS62.theta_log_911._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_911,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1286,127494,380,"100-term series, ~1262 halving steps, argument ~380 decimal digits"
MathExtras.RS62.theta_log_919._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_919,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1296,31807,383,"24-term series, ~1272 halving steps, argument ~383 decimal digits"
MathExtras.RS62.theta_log_929._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_929,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1306,65394,386,"50-term series, ~1282 halving steps, argument ~386 decimal digits"
MathExtras.RS62.theta_log_937._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_937,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1316,27136,389,"20-term series, ~1292 halving steps, argument ~389 decimal digits"
MathExtras.RS62.theta_log_941._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_941,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1326,32554,392,"24-term series, ~1302 halving steps, argument ~392 decimal digits"
MathExtras.RS62.theta_log_947._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_947,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1336,66919,395,"50-term series, ~1312 halving steps, argument ~395 decimal digits"
MathExtras.RS62.theta_log_953._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_953,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1346,166586,398,"125-term series, ~1322 halving steps, argument ~398 decimal digits"
MathExtras.RS62.theta_log_967._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_967,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1356,34634,401,"25-term series, ~1332 halving steps, argument ~401 decimal digits"
MathExtras.RS62.theta_log_971._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_971,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1366,169097,404,"125-term series, ~1342 halving steps, argument ~404 decimal digits"
MathExtras.RS62.theta_log_977._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_977,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1376,170353,407,"125-term series, ~1352 halving steps, argument ~407 decimal digits"
MathExtras.RS62.theta_log_983._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_983,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1385,35411,410,"25-term series, ~1361 halving steps, argument ~410 decimal digits"
MathExtras.RS62.theta_log_991._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_991,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1395,28810,413,"20-term series, ~1371 halving steps, argument ~413 decimal digits"
MathExtras.RS62.theta_log_997._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62Theta1420Leaves,MathExtras.RS62.theta_log_997,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",1405,174120,416,"125-term series, ~1381 halving steps, argument ~416 decimal digits"
MathExtras.RS62Ladder.anchor_prodD._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62AnchorSeeds,MathExtras.RS62Ladder.anchor_prodD,(named constants only),fixed-expression,Rat/RatInterval,1,,36,constant-depth comparison of named constants
